,subset,mae,mse,rmse,R2
0,train,0.02142091654241085,0.0008800424984656274,0.0296655111014843,0.9837133884429932
1,train,0.02424158900976181,0.0011728910030797124,0.034247495234012604,0.9783792495727539
2,train,0.022531403228640556,0.0009862590814009309,0.0314047634601593,0.9818787574768066
3,train,0.025085080415010452,0.001155588892288506,0.033993951976299286,0.9786202311515808
4,train,0.02667730674147606,0.001332134590484202,0.03649841994047165,0.9755203127861023
5,train,0.03232702240347862,0.0018450134666636586,0.042953621596097946,0.9658399820327759
6,train,0.02869223803281784,0.0015888784546405077,0.03986073657870293,0.9707589745521545
7,train,0.02287175878882408,0.0009819203987717628,0.03133561089634895,0.9818623661994934
8,train,0.022987041622400284,0.0009689292637631297,0.031127627938985825,0.9821473956108093
9,train,0.025348709896206856,0.0012381330598145723,0.03518711403012276,0.9772477746009827
10,train,0.03157981112599373,0.001844598213210702,0.04294878616929054,0.9659680724143982
11,train,0.02448556385934353,0.0011312533169984818,0.033634111285209656,0.9792202711105347
12,train,0.02473258040845394,0.0011253058910369873,0.03354557976126671,0.9792684316635132
13,train,0.03240995109081268,0.001994210993871093,0.04465658962726593,0.9631015658378601
14,train,0.02055536024272442,0.0007927599363029003,0.028155993670225143,0.9853761792182922
15,train,0.02247796207666397,0.0009412260260432959,0.030679406598210335,0.9826812744140625
16,train,0.037355680018663406,0.002583861816674471,0.05083170160651207,0.9524714350700378
17,train,0.021344231441617012,0.0008629466174170375,0.0293759535998106,0.9839906692504883
18,train,0.0256879311054945,0.001237577642314136,0.035179220139980316,0.9771836400032043
19,train,0.02950485609471798,0.0016371386591345072,0.040461570024490356,0.9698617458343506
20,train,0.02524542063474655,0.0011971156345680356,0.03459936007857323,0.9779717326164246
21,train,0.021643398329615593,0.0008884752169251442,0.029807301238179207,0.9835206270217896
22,train,0.022640392184257507,0.0009606952080503106,0.0309950839728117,0.9822831749916077
23,train,0.023632420226931572,0.001132957055233419,0.033659428358078,0.979168176651001
24,train,0.021361811086535454,0.0008191610686480999,0.028620989993214607,0.9849165081977844
25,valid,0.030406873673200607,0.002040039049461484,0.04516679048538208,0.9629307985305786
26,valid,0.03244882449507713,0.0022840709425508976,0.04779195412993431,0.9578422904014587
27,valid,0.031181517988443375,0.0020029705483466387,0.04475455731153488,0.9625420570373535
28,valid,0.033876627683639526,0.002340832957997918,0.04838215559720993,0.9574208855628967
29,valid,0.03414861112833023,0.00247833295725286,0.04978285729885101,0.9536716341972351
30,valid,0.04028289020061493,0.0031293032225221395,0.0559401735663414,0.9432386159896851
31,valid,0.03535648062825203,0.002520662732422352,0.050206203013658524,0.9531733393669128
32,valid,0.030351849272847176,0.001943134469911456,0.04408099874854088,0.9644291400909424
33,valid,0.03405173122882843,0.0025043790228664875,0.05004377290606499,0.9536759853363037
34,valid,0.03125530481338501,0.002141434233635664,0.046275634318590164,0.9599775671958923
35,valid,0.03718338534235954,0.0026511235628277063,0.05148906260728836,0.9512376189231873
36,valid,0.03199653699994087,0.002162683056667447,0.046504657715559006,0.9595133662223816
37,valid,0.03409775719046593,0.0023729114327579737,0.04871254041790962,0.956105649471283
38,valid,0.03879028558731079,0.0029444389510899782,0.054262686520814896,0.9464583992958069
39,valid,0.028527207672595978,0.0018001688877120614,0.0424283966422081,0.9668672680854797
40,valid,0.02995884418487549,0.0019242448033764958,0.04386621341109276,0.9642108082771301
41,valid,0.041077710688114166,0.0031283388379961252,0.05593155324459076,0.9417657852172852
42,valid,0.03050207905471325,0.002092385897412896,0.04574260488152504,0.9623293876647949
43,valid,0.03375823795795441,0.0024994409177452326,0.04999440908432007,0.953896701335907
44,valid,0.03530433028936386,0.0025317640975117683,0.05031663924455643,0.9530239105224609
45,valid,0.03282502666115761,0.0022388871293514967,0.04731687903404236,0.95838463306427
46,valid,0.030403323471546173,0.001991326455026865,0.04462428018450737,0.9641314744949341
47,valid,0.030813757330179214,0.002016877755522728,0.04490966349840164,0.9628406763076782
48,valid,0.03171643614768982,0.0021265752147883177,0.046114806085824966,0.960350751876831
49,valid,0.03005276992917061,0.0020038012880831957,0.04476384073495865,0.962854266166687
